9,5227,黔南布依族苗族自治州
1,5301,昆明市
2,5303,曲靖市
3,5304,玉溪市
4,5305,保山市
5,5306,昭通市
6,5307,丽江市
7,5308,普洱市
8,5309,临沧市
9,5323,楚雄彝族自治州
10,5325,红河哈尼族彝族自治州
11,5326,文山壮族苗族自治州
12,5328,西双版纳傣族自治州
13,5329,大理白族自治州
14,5331,德宏傣族景颇族自治州
15,5333,怒江傈僳族自治州
16,5334,迪庆藏族自治州
1,5401,拉萨市
2,5402,日喀则市
3,5403,昌都市
4,5404,林芝市
5,5405,山南市
6,5406,那曲市
7,5425,阿里地区
1,6101,西安市
2,6102,铜川市
3,6103,宝鸡市
4,6104,咸阳市
5,6105,渭南市
6,6106,延安市
7,6107,汉中市
8,6108,榆林市
9,6109,安康市
10,6110,商洛市
1,6201,兰州市
2,6202,嘉峪关市
3,6203,金昌市
4,6204,白银市
5,6205,天水市
6,6206,武威市
7,6207,张掖市
8,6208,平凉市
9,6209,酒泉市
10,6210,庆阳市
11,6211,定西市
12,6212,陇南市
13,6229,临夏回族自治州
14,6230,甘南藏族自治州
1,6301,西宁市
2,6302,海东市
3,6322,海北藏族自治州
4,6323,黄南藏族自治州
5,6325,海南藏族自治州
6,6326,果洛藏族自治州
7,6327,玉树藏族自治州
8,6328,海西蒙古族藏族自治州
1,6401,银川市
2,6402,石嘴山市
3,6403,吴忠市
4,6404,固原市
5,6405,中卫市
1,6501,乌鲁木齐市
2,6502,克拉玛依市
3,6504,吐鲁番市
4,6505,哈密市
5,6523,昌吉回族自治州
6,6527,博尔塔拉蒙古自治州
7,6528,巴音郭楞蒙古自治州
8,6529,阿克苏地区
9,6530,克孜勒苏柯尔克孜自治州
10,6531,喀什地区
11,6532,和田地区
12,6540,伊犁哈萨克自治州
13,6542,塔城地区
14,6543,阿勒泰地区
15,6590,自治区直辖县级行政区划
